15244749863	19342117869	20190423222156	2514
16160892861	19313925217	20191108034652	2806
19313925217	15280214634	20190102005922	1051
18840172592	17885275338	20190815101341	2098
14930423697	18101213362	20190819155134	0155
14410679238	19313925217	20190710122725	2930
19565082510	18840172592	20190525211555	0924
14410679238	16569963779	20190416140105	1633
15647679901	15781588029	20191203070535	2273
19565082510	18840172592	20190907100658	1729
19602240179	19683537146	20190106074341	2212
16574556259	15305526350	20190502115123	1710
17885275338	16574556259	20190904035307	0492
16160892861	19565082510	20191027032531	0946
16574556259	13319935953	20190724010602	1553
13319935953	17885275338	20190711155831	2039
13319935953	16574556259	20190731115846	1879
15884588694	16574556259	20191005003133	2518
16569963779	19154926260	20190824102901	1774
14171709460	13319935953	20190225094340	1293
15244749863	14397114174	20190112031836	2810
18101213362	14410679238	20190901161803	2777
19154926260	19602240179	20190907202659	2205
15884588694	16574556259	20190314154459	1951
17336673697	19154926260	20191210175434	0486
15781588029	16569963779	20190115174916	0726
16574556259	15305526350	20190306064236	2333
15280214634	17336673697	20190614101137	0939
15781588029	16569963779	20190806185856	1682
14410679238	14930423697	20190714040559	1653
14930423697	17405139883	20190726222617	2706
17336673697	18101213362	20190301074919	1132
15781588029	14410679238	20191215154419	2318
17885275338	18101213362	20190405150152	0431
19683537146	15305526350	20190424031623	1710
14410679238	17885275338	20190303172112	1384
14930423697	19602240179	20190424192212	2053
19313925217	14930423697	20190111025223	2931
17336673697	19683537146	20190623044158	0903
14410679238	19313925217	20191223185004	0167
17336673697	19154926260	20190613120716	0657
14171709460	18840172592	20191015075322	2812
14410679238	15305526350	20190415025607	0539
16569963779	15884588694	20190830125507	2367
19313925217	15647679901	20190616074149	2089
16574556259	18101213362	20190704134425	0376
19565082510	15280214634	20190406153752	0300
17336673697	17405139883	20190218154826	1205
17336673697	19313925217	20190322151915	2254
19342117869	13319935953	20190726095815	0109
14930423697	15781588029	20190319113730	0269
19154926260	19602240179	20190904071257	1303
15305526350	16574556259	20190225093234	1750
19683537146	15244749863	20190925062548	0425
15244749863	19313925217	20190310153958	1331
18840172592	19342117869	20190617180631	2209
17885275338	19154926260	20190210132810	0862
19683537146	15647679901	20190922034128	0086
15647679901	19154926260	20190830142725	2615
15884588694	15244749863	20190224020256	2722
15244749863	14930423697	20190903042240	2963
19683537146	17885275338	20190602003254	2630
14171709460	15647679901	20190806223218	1874
15781588029	17405139883	20190721045323	2922
17405139883	13319935953	20191001114431	0162
19683537146	14171709460	20191007142344	2506
14930423697	19154926260	20191017182842	2053
19565082510	13319935953	20191013000819	2419
19313925217	15280214634	20190523022948	2870
18101213362	16574556259	20190803184726	2672
16574556259	19342117869	20191117052954	1534
19565082510	19154926260	20190410074225	1144
17336673697	14171709460	20191226085513	2195
14171709460	19342117869	20190616004503	0474
16569963779	13319935953	20190724020610	2163
19565082510	16569963779	20190721095129	2244
18101213362	14410679238	20190625184936	1340
16569963779	19602240179	20190131001857	1434
15884588694	14397114174	20190510072733	0778
14410679238	17885275338	20190827160308	1701
18101213362	17405139883	20190314154830	0104
15305526350	18840172592	20191009003929	1792
15781588029	16160892861	20191006011218	2577
14397114174	15884588694	20190821235909	1258
15781588029	15280214634	20190922130418	0216
17336673697	18101213362	20190818083026	0831
13319935953	14410679238	20190111200159	1301
17405139883	15884588694	20191004013024	1901
19565082510	17885275338	20191226075830	1731
19565082510	15305526350	20190728175439	1206
15781588029	19565082510	20190106155043	0234
13319935953	16569963779	20190604051122	1284
19154926260	15884588694	20191225153959	1967
15884588694	19565082510	20190423171942	2443
13319935953	14397114174	20190430062600	2094
15280214634	18101213362	20190422121406	2726
16569963779	17336673697	20191126231714	0735
17405139883	19602240179	20191107044837	0781
15280214634	13319935953	20191118033519	1273
18101213362	15244749863	20190712125747	1532
17405139883	14171709460	20190327170024	0480
15781588029	14171709460	20190519063014	1925
19342117869	16574556259	20190402171221	0939
19683537146	18840172592	20190306073246	2873
19602240179	17405139883	20190424204212	2498
19565082510	19602240179	20190906135744	1881
15781588029	15280214634	20190917152333	1046
15280214634	15305526350	20190128124420	1934
14410679238	14930423697	20190330192531	0553
15884588694	15647679901	20190916214414	2993
17336673697	15884588694	20190818134543	1134
17336673697	16160892861	20190113201359	0727
13319935953	19683537146	20190615104759	0116
14397114174	14930423697	20190413222809	2147
15647679901	14171709460	20190106080134	0416
16160892861	19342117869	20190810175300	2654
15244749863	19154926260	20190316092300	2482
14171709460	17336673697	20190510061101	2214
15884588694	15781588029	20190501044046	1925
18101213362	18840172592	20190917162432	0653
14930423697	16160892861	20190426142929	2525
17405139883	15781588029	20191012174435	1033
19565082510	19154926260	20190501005946	2223
15647679901	13319935953	20190511211827	0117
19683537146	13319935953	20191224212034	0365
15244749863	14171709460	20191230072409	0469
15781588029	19602240179	20190821014436	2198
19602240179	14930423697	20190210043403	2083
15305526350	18101213362	20191218122536	0727
17405139883	15781588029	20190802040856	0365
19602240179	19683537146	20191208035634	0222
19683537146	15244749863	20191029192408	1369
19565082510	15647679901	20191009144730	2281
15647679901	16569963779	20190410020011	2017
14397114174	17885275338	20190305044126	0030
18840172592	15647679901	20190926153431	1092
17405139883	19565082510	20190421053040	2517
15647679901	17885275338	20190626034224	2421
14930423697	19683537146	20191201102840	2200
19683537146	14171709460	20191031050115	1059
19683537146	14397114174	20190421115330	2233
15884588694	15781588029	20190330021209	2542
14397114174	15884588694	20190119133755	1286
19565082510	16574556259	20190222131919	2000
15884588694	15244749863	20190717010225	1961
19565082510	19154926260	20191107100350	1337
17885275338	18840172592	20190514002551	2822
14171709460	19683537146	20190630041332	1744
14171709460	15305526350	20191124131240	2970
19565082510	14397114174	20190628103109	1349
14930423697	17336673697	20190219020701	1967
16160892861	18101213362	20191118174443	2110
15647679901	14930423697	20191009085424	2426
14171709460	19154926260	20190804045735	1617
19154926260	15244749863	20191003182832	0694
19313925217	16160892861	20191106213109	0318
14930423697	15647679901	20190108070113	2679
15884588694	19313925217	20190815184848	1486
13319935953	19342117869	20190809054845	0869
19154926260	13319935953	20190928075656	2115
19313925217	19683537146	20190608182051	0466
14397114174	19602240179	20190908082404	0462
